"","X","spp","Total","Infected"
"1",1,"Acanthochalcisnigricans",1,0
"2",2,"Acanthocnemaglaucescens",1,0
"3",3,"Acanthocorissordidus",1,1
"4",4,"Acanthoscelidesobtectus",1,0
"5",5,"Acathosomadenticaudum",1,0
"6",6,"Acathosomahaemorrhoidale",1,0
"7",7,"Acathosomalabiduroides",2,0
"8",8,"Acerocnemamacrocera",1,0
"9",9,"Achaearaneasp.",1,0
"10",10,"Achalcuscinereus",1,1
"11",11,"Achalcusflavicollis",1,0
"12",12,"Achalcusphragmitidis",1,1
"13",13,"Achalcusvaillanti",1,0
"14",14,"Achrysocharoidesacerianus",1,0
"15",15,"Achrysocharoidesatys",5,0
"16",16,"Achrysocharoideslatereilli",3,1
"17",17,"Achrysocharoidesniveipes",1,1
"18",18,"Achrysocharoidessplendens",3,0
"19",19,"Achrysocharoideszwoelferi",1,0
"20",20,"Aciagrionoccidentale",2,0
"21",21,"Acisomapanorpoides",2,0
"22",22,"Acomaglabrata",1,0
"23",23,"Acraeaacerata",71,71
"24",24,"Acraeaaganice",60,0
"25",25,"Acraeaalcinoe",26,26
"26",26,"Acraeaalthoffi",23,23
"27",27,"Acraeabonasai",23,0
"28",28,"Acraeaconsanguinea",39,0
"29",29,"Acraeaegina",29,0
"30",30,"Acraeaencedana",67,48
"31",31,"Acraeaencedon",402,183
"32",32,"Acraeaepaea",12,0
"33",33,"Acraeaeponina",39,5
"34",34,"Acraeajodutta",28,0
"35",35,"Acraealycoa",30,0
"36",36,"Acraeamacaria",24,0
"37",37,"Acraeamacarista",29,3
"38",38,"Acraeaneobule",18,0
"39",39,"Acraeaorestia",12,0
"40",40,"Acraeaorineta",24,0
"41",41,"Acraeapeneleos",60,2
"42",42,"Acraeaperenna",30,0
"43",43,"Acraeapharsallus",27,26
"44",44,"Acraeapoggei",11,0
"45",45,"Acraeapseudoegina",35,0
"46",46,"Acraeaservona",44,0
"47",47,"Acraeaviolae",2,0
"48",48,"Acraeavivianna",24,0
"49",49,"Acraeazetes",20,0
"50",50,"Acridawillemsei",5,0
"51",51,"Acromissparsa",1,1
"52",52,"Acromyrmexechinatior",383,158
"53",53,"Acromyrmexinsinuator",25,24
"54",54,"Acromyrmexoctospinosus",1198,549
"55",55,"Acropsilusniger",1,0
"56",56,"Actizeralucida",1,0
"57",57,"Acyrthosiphonlactucae",2,0
"58",58,"Acyrthosiphonmalvae",1,0
"59",59,"Acyrthosiphonmalvae",1,0
"60",60,"Acyrthosiphonpisum",119,0
"61",61,"Acyrthosiphonsp.",1,0
"62",62,"Adachiasp.",1,0
"63",63,"Adaliabipunctata",84,0
"64",64,"Adaliadecempunctata",112,0
"65",65,"Adeloneivaiasp.",1,0
"66",66,"Adelphabredowii",1,0
"67",67,"Adelphocorissuturalis",1,0
"68",68,"Adomerustriguttulus",1,1
"69",69,"Adoratopsyllaintermedia",1,1
"70",70,"Adoretussp.",4,0
"71",71,"Aedesaegypti",29,0
"72",72,"Aedesalbopictus",143,131
"73",73,"Aedesbromeliae",16,12
"74",74,"Aedesmetallicus",2,1
"75",75,"Aedespolynesiensis",20,20
"76",76,"Aedesvexans",20,0
"77",77,"Aeliafieberi",4,0
"78",78,"Aenictusaratus",1,1
"79",79,"Aenictuscornutus",1,1
"80",80,"Aenictusdentatus",1,1
"81",81,"Aenictusgracilis",1,1
"82",82,"Aenictushottai",1,1
"83",83,"Aenictuslaeviceps",1,1
"84",84,"Aenictussp.",1,0
"85",85,"Aenictussp.",1,1
"86",86,"Aenictussp.",1,1
"87",87,"Aenictussp.",1,1
"88",88,"Aenictussp.",1,0
"89",89,"Aenictussp.",1,1
"90",90,"Aeolesthesholocericea",1,0
"91",91,"Aeolodermabrachmana",2,0
"92",92,"Aepocerussp.",7,0
"93",93,"Aepocerussp.",7,0
"94",94,"Aeropetestulbaghia",1,0
"95",95,"Aethalotusnigriventris",1,0
"96",96,"Aethriamantaaethra",4,0
"97",97,"Aethusindicus",8,0
"98",98,"Agelenalabyrinthica",10,0
"99",99,"Agelenopsisaleenae",3,3
"100",100,"Agelenopsisaleenae",3,3
"101",101,"Agelenopsisaperta",20,0
"102",102,"Agelenopsisemertoni",1,0
"103",103,"Agelenopsisemertoni",1,1
"104",104,"Agelenopsisemertoni",1,1
"105",105,"Agelenopsislongistyla",3,3
"106",106,"Agelenopsisnaevia",2,2
"107",107,"Agelenopsisoklahoma",2,2
"108",108,"Agelenopsispensylvanica",2,2
"109",109,"Agelenopsisspatula",3,1
"110",110,"Agelenopsisutahana",4,2
"111",111,"Agonoscelisfemoralis",1,1
"112",112,"Agrasp.",1,0
"113",113,"Agrasp.",1,0
"114",114,"Agraulissp.",1,0
"115",115,"Agraulisvanillae",2,0
"116",116,"Agriocnemisclauseni",1,0
"117",117,"Agriocnemisfemina",69,6
"118",118,"Agriocnemisminima",5,0
"119",119,"Agriocnemisnana",1,0
"120",120,"Agriocnemispygmaea",235,0
"121",121,"Agriosphodrusdohrni",1,0
"122",122,"Agriphilatristella",1,1
"123",123,"Agromyzaoryzae",2,2
"124",124,"Agromyzasp.",3,0
"125",125,"Agrotissegetum",6,0
"126",126,"Agullasp.",1,0
"127",127,"Alcideszodiaca",1,0
"128",128,"Aleurodicusdispersus",15,0
"129",129,"Aleurodicusdugessi",1,1
"130",130,"Aleurotrachelussp.",13,13
"131",131,"Alfonsiellabinghami",18,0
"132",132,"Alfonsiellapipithiensis",9,3
"133",133,"Alfonsiellasp.",10,0
"134",134,"Allonyxsp.",1,0
"135",135,"Allotriozoonheterandromorphum",5,0
"136",136,"Alloxystafulviceps",1,0
"137",137,"Alloxystamacrophadna",3,0
"138",138,"Alloxystasp.",3,0
"139",139,"Alloxystavictrix",1,0
"140",140,"Alopecosapulverulenta",20,5
"141",141,"Alphitobiusdiaperinus",1,0
"142",142,"Alphitobiuslaevigatus",1,0
"143",143,"Amatapassalis",1,1
"144",144,"Amatapassalis",1,0
"145",145,"Amathusiaphidippus",1,0
"146",146,"Amaurasomatibiella",1,1
"147",147,"Amaurobiusfenestralis",16,0
"148",148,"Amauromorphasp.",1,0
"149",149,"Amaurosomabrunneicosta",1,1
"150",150,"Amaurosomafasciata",1,1
"151",151,"Amaurosomaflavipes",1,1
"152",152,"Amaurosomainermis",1,1
"153",153,"Amblycorpryphasp.",1,0
"154",154,"Amblyommaamericanum",125,119
"155",155,"Amblypsilopussp.",1,0
"156",156,"Amblysellusgrex",1,0
"157",157,"Amblytelesarmatorius",1,0
"158",158,"Amegillaalbigena",13,0
"159",159,"Amegillaochroleuca",3,0
"160",160,"Americinaadusta",1,1
"161",161,"Ammophilasp.",1,0
"162",162,"Amphipyrapyramidea",1,0
"163",163,"Amphitetranychusquercivorus",2,0
"164",164,"Amphitetranychusviennensis",2,0
"165",165,"Amphorophorarubi",109,0
"166",166,"Anacamptoidessp.",1,1
"167",167,"Anacanthocorisstriicornis",1,0
"168",168,"Anagyruspseudococci",1,0
"169",169,"Anaphaeisaurota",1,0
"170",170,"Anartiafatima",8,0
"171",171,"Anartiajatrophe",1,0
"172",172,"Anasatristus",1,0
"173",173,"Anaspisfrontalis",12,0
"174",174,"Anastrephasp.",24,24
"175",175,"Anatisocellata",163,0
"176",176,"Anaxiphalongipennis",6,4
"177",177,"Ancistroidesgemmifer",1,0
"178",178,"Andesmarmoratus",1,0
"179",179,"Andrallusspinidens",1,0
"180",180,"Andrallusspinidens",1,0
"181",181,"Andrenasp.",5,5
"182",182,"Andricusaestivalis",3,0
"183",183,"Andricusamenti",1,0
"184",184,"Andricusaries",2,0
"185",185,"Andricusaskewii",2,0
"186",186,"Andricuscaputmedusae",38,0
"187",187,"Andricusconglomeratus",3,0
"188",188,"Andricusconificus",4,0
"189",189,"Andricuscoriarius",30,0
"190",190,"Andricuscoronatus",35,0
"191",191,"Andricuscorruptrix",5,0
"192",192,"Andricuscrispator",2,0
"193",193,"Andricuscurvator",7,0
"194",194,"Andricusdentimitratus",28,0
"195",195,"Andricusfecundator",1,0
"196",196,"Andricusgallaetinctoriae",9,0
"197",197,"Andricusglutinosus",8,0
"198",198,"Andricusgrossulariae",5,0
"199",199,"Andricushartigi",6,0
"200",200,"Andricushungaricus",6,0
"201",201,"Andricusinflator",1,0
"202",202,"Andricuskollari",7,0
"203",203,"Andricuslignicolus",7,0
"204",204,"Andricuslucidus",35,0
"205",205,"Andricusmalpighii",1,0
"206",206,"Andricusmayri",3,0
"207",207,"Andricusmediterraneae",5,0
"208",208,"Andricusmitratus",7,0
"209",209,"Andricuspanteli",31,0
"210",210,"Andricuspolycerus",7,0
"211",211,"Andricusquercuscalicis",4,0
"212",212,"Andricusquercusramuli",7,0
"213",213,"Andricusquercustozae",28,0
"214",214,"Andricusseckendorfii",21,0
"215",215,"Andricussolitarius",3,3
"216",216,"Andricustestaceipes",2,0
"217",217,"Andricustheophrastus",3,0
"218",218,"Andricustinctoriusnostrus",3,0
"219",219,"Andricustomentosus",2,0
"220",220,"Androniscusdentiger",12,0
"221",221,"Anepsiomyiaflaviventris",1,0
"222",222,"Anilocrafrontalis",1,0
"223",223,"Anisopssardea",16,0
"224",224,"Anisopteromaluscalandrae",1,0
"225",225,"Anisostictanovemdecimpunctata",123,0
"226",226,"Anomalahumeralis",3,0
"227",227,"Anomalamarginata",1,0
"228",228,"Anophelescoustani",4,0
"229",229,"Anophelesfreeborni",19,0
"230",230,"Anophelesfunestus",27,0
"231",231,"Anophelesgambiae",22,0
"232",232,"Anoplolepisgracilipes",61,56
"233",233,"Anterosallectus",1,0
"234",234,"Anthanassasp.",1,0
"235",235,"Anthaxianitidula",19,0
"236",236,"Anthaxiasp.",16,0
"237",237,"Antheraeaassamensis",1,0
"238",238,"Anthidiumflorentinum",6,0
"239",239,"Anthocharisbelia",1,0
"240",240,"Anthocharisscolymus",5,0
"241",241,"Anthonomousgrandis",1,0
"242",242,"Anthrenussp.",1,0
"243",243,"Anthrenussp.",1,1
"244",244,"Anthrenusverbasci",1,1
"245",245,"Anthrenusverbasci",1,1
"246",246,"Antilochuscoqueberti",1,0
"247",247,"Aonidiellaaurantii",1,0
"248",248,"Apalochrusrufofasciatus",2,0
"249",249,"Apantesisvirgo",1,0
"250",250,"Aphelinusabdominalis",1,0
"251",251,"Aphelinussp.",1,0
"252",252,"Aphelinussp.",1,0
"253",253,"Aphelonyxcerricola",19,0
"254",254,"Aphidectaobliterata",44,0
"255",255,"Aphidiuscolemani",1,0
"256",256,"Aphidiuscolemani",1,1
"257",257,"Aphidiuseadyi",1,0
"258",258,"Aphidiuservi",1,0
"259",259,"Aphidiusmicrolophi",1,0
"260",260,"Aphidiuspicipes",1,0
"261",261,"Aphidiusrhopalosiphi",1,0
"262",262,"Aphidiussp.",1,0
"263",263,"Aphidiussp.",1,0
"264",264,"Aphidusurticae",1,0
"265",265,"Aphisaffinis",1,0
"266",266,"Aphisballoticola",2,0
"267",267,"Aphiscraccae",2,0
"268",268,"Aphiscraccivora",1,0
"269",269,"Aphiscraccivora",1,0
"270",270,"Aphiscraccivora",1,0
"271",271,"Aphiscraccivora",1,0
"272",272,"Aphiscraccivora",1,0
"273",273,"Aphiscraccivora",1,0
"274",274,"Aphiscraccivora",1,0
"275",275,"Aphiscraccivora",1,0
"276",276,"Aphiscraccivora",1,0
"277",277,"Aphiscraccivora",1,0
"278",278,"Aphiscraccivora",1,0
"279",279,"Aphiscraccivora",1,0
"280",280,"Aphiscraccivora",1,0
"281",281,"Aphiscytisorum",2,0
"282",282,"Aphisespiraecola",1,0
"283",283,"Aphisespiraecola",1,0
"284",284,"Aphisespiraecola",1,0
"285",285,"Aphisfabae",12,0
"286",286,"Aphisfarinosa",2,0
"287",287,"Aphisgossypii",2,0
"288",288,"Aphishederae",3,1
"289",289,"Aphisidaei",1,0
"290",290,"Aphisillinoisensis",1,0
"291",291,"Aphisintybi",2,0
"292",292,"Aphisjacobaeae",2,0
"293",293,"Aphisnasturtii",1,0
"294",294,"Aphisnerii",16,0
"295",295,"Aphisparietariae",1,0
"296",296,"Aphispomi",2,0
"297",297,"Aphispunicae",3,0
"298",298,"Aphisruborum",2,0
"299",299,"Aphisrumicis",1,0
"300",300,"Aphisrumicis",1,0
"301",301,"Aphissarothamni",42,0
"302",302,"Aphissedi",1,0
"303",303,"Aphissolanella",3,0
"304",304,"Aphissp.",1,0
"305",305,"Aphissp.",1,0
"306",306,"Aphissp.",1,0
"307",307,"Aphissp.",1,1
"308",308,"Aphissp.",1,0
"309",309,"Aphissp.",1,0
"310",310,"Aphissp.",1,1
"311",311,"Aphissp.",1,0
"312",312,"Aphissp.",1,0
"313",313,"Aphissp.",1,0
"314",314,"Aphissp.",1,0
"315",315,"Aphissp.",1,0
"316",316,"Aphissp.",1,0
"317",317,"Aphissp.",1,1
"318",318,"Aphissp.",1,0
"319",319,"Aphissp.",1,0
"320",320,"Aphissp.",1,0
"321",321,"Aphisspiraecola",1,0
"322",322,"Aphisspiraecola",1,0
"323",323,"Aphisspiraecola",1,0
"324",324,"Aphisspiraecola",1,0
"325",325,"Aphisspiraecola",1,0
"326",326,"Aphisspiraecola",1,0
"327",327,"Aphisspiraephaga",1,0
"328",328,"Aphisulicis",2,0
"329",329,"Aphisumbrella",1,0
"330",330,"Aphisumbrella",1,0
"331",331,"Aphisumbrella",1,0
"332",332,"Aphisumbrella",1,0
"333",333,"Aphisurticata",2,0
"334",334,"Aphrosylusceltiber",1,1
"335",335,"Aphytiscoheni",1,1
"336",336,"Aphytislingnanensis",1,1
"337",337,"Aphytismelinus",80,73
"338",338,"Aphytismelinus",80,80
"339",339,"Aphytismelinus",80,68
"340",340,"Aphytisparamaculicornis",1,1
"341",341,"Aphytissp.",1,1
"342",342,"Aphytissp.",1,0
"343",343,"Aphytissp.",1,1
"344",344,"Aphytissp.",1,1
"345",345,"Aphytissp.",1,0
"346",346,"Aphytissp.",1,0
"347",347,"Aphytissp.",1,1
"348",348,"Aphytissp.",1,0
"349",349,"Aphytisvandenboschi",1,1
"350",350,"Aphytisyanonensis",1,1
"351",351,"Apiscerana",1,0
"352",352,"Apiscerana",1,0
"353",353,"Apiscerana",1,0
"354",354,"Apiscerana",1,0
"355",355,"Apiscerana",1,0
"356",356,"Apiscerana",1,0
"357",357,"Apiscerana",1,0
"358",358,"Apiscerana",1,0
"359",359,"Apiscerana",1,0
"360",360,"Apiscerana",1,0
"361",361,"Apiscerana",1,0
"362",362,"Apisflorea",1,0
"363",363,"Apismellifera",20,20
"364",364,"Aploneuralentisci",1,0
"365",365,"Apocryptabakeri",5,0
"366",366,"Apocryptabakeri",5,0
"367",367,"Apodemiamormo",1,0
"368",368,"Apolyguslucorum",1,1
"369",369,"Apolyguspulchellus",1,0
"370",370,"Aponychuscorpuzae",1,0
"371",371,"Aponychusfirmianae",1,0
"372",372,"Aporiacrataegi",3,0
"373",373,"Appias(Glutophrissa)drusilla",1,0
"374",374,"Apseudeslatreillii",6,0
"375",375,"Aramigusconirostris",1,1
"376",376,"Aramigustessellatus",2,2
"377",377,"Aramigustessellatus",2,2
"378",378,"Araneuscornutus",15,0
"379",379,"Araneusdiadematus",20,0
"380",380,"Araneusmitificus",30,0
"381",381,"Araneussp.",1,0
"382",382,"Araneusventricosus",30,20
"383",383,"Araschniaburejana",1,0
"384",384,"Arbolygussp.",1,0
"385",385,"Archaeopreponademophoon",1,0
"386",386,"Arcielliasp.",1,0
"387",387,"Arcielliasp.",1,0
"388",388,"Arcielliasp.",1,0
"389",389,"Arcielliasp.",1,0
"390",390,"Arctosaperita",1,0
"391",391,"Arenivagasp.",1,0
"392",392,"Argiopeamoena",30,0
"393",393,"Argiopebruennichi",20,0
"394",394,"Argiopelobota",9,0
"395",395,"Argynnispaphia",1,1
"396",396,"Argyraargentina",1,0
"397",397,"Argyraargyria",1,1
"398",398,"Argyraatriceps",1,0
"399",399,"Argyraatriceps",1,0
"400",400,"Argyradiaphana",1,0
"401",401,"Argyraelongata",1,0
"402",402,"Argyragrata",1,0
"403",403,"Argyrailonae",1,0
"404",404,"Argyraleucocephala",1,1
"405",405,"Argyraperplexa",1,1
"406",406,"Argyravestita",1,0
"407",407,"Argyravestita",1,0
"408",408,"Argyrophylaxnigrotibialis",8,0
"409",409,"Argyrophylaxphoeda",6,0
"410",410,"Argyrophylaxsp.",7,0
"411",411,"Arhopalawildei",1,0
"412",412,"Ariadneariadne",1,0
"413",413,"Ariadnemerione",30,0
"414",414,"Ariluscristatus",1,0
"415",415,"Armadillidiumalbum",8,6
"416",416,"Armadillidiumdepressum",5,0
"417",417,"Armadillidiummaculatum",6,0
"418",418,"Armadillidiumnasatum",19,4
"419",419,"Armadillidiumvulgare",32,2
"420",420,"Armadilloofficinalis",5,0
"421",421,"Arrhopalitescaecus",5,0
"422",422,"Arrhopalitessericus",5,0
"423",423,"Arrhopalitessericus",5,0
"424",424,"Arrhopalitessericus",5,0
"425",425,"Artemiafranciscana",20,0
"426",426,"Artemiafranciscana",20,0
"427",427,"Artemiafranciscana",20,0
"428",428,"Artemiafranciscana",20,0
"429",429,"Artemiafranciscana",20,0
"430",430,"Artemiafranciscana",20,0
"431",431,"Artemiafranciscana",20,0
"432",432,"Artemiafranciscana",20,0
"433",433,"Artemiafranciscana",20,0
"434",434,"Artemiafranciscana",20,0
"435",435,"Artemiapersimilis",20,0
"436",436,"Artemiasalina",20,0
"437",437,"Artemiasinica",20,0
"438",438,"Artemiasp.",20,0
"439",439,"Artemiasp.",20,0
"440",440,"Artemiasp.",20,0
"441",441,"Artemiasp.",20,0
"442",442,"Artemiasp.",20,0
"443",443,"Artemiasp.",20,0
"444",444,"Artemiatibetiana",20,0
"445",445,"Artemiaurmiana",20,0
"446",446,"Artopoetespryeri",1,0
"447",447,"Asaphesvulgaris",2,0
"448",448,"Asellusaquaticus",11,1
"449",449,"Aslamidiumimpurum",1,0
"450",450,"Asobaracitri",1,0
"451",451,"Asobarapersimilis",1,0
"452",452,"Asobaratabida",1,1
"453",453,"Asphaerareichei",1,0
"454",454,"Asphondyliacapparis",1,0
"455",455,"Aspidiotusnerii",1,0
"456",456,"Aspidiotusnerii",1,0
"457",457,"Astycussp.",1,0
"458",458,"Asyndetuslatifrons",1,1
"459",459,"Atethmiacentrago",1,0
"460",460,"Athanasnithescens",2,0
"461",461,"Atrichonotussordidus",1,0
"462",462,"Atrichonotustaeniatulus",1,1
"463",463,"Atrytonopsishianna",1,1
"464",464,"Atrytonopsissp.",5,5
"465",465,"Attacephalotes",181,100
"466",466,"Attacolombica",202,123
"467",467,"Attasexdens",342,236
"468",468,"Attatexana",15,3
"469",469,"Augochlorapura",1,1
"470",470,"Aulacideahieracii",2,0
"471",471,"Aulacophorafrontalis",7,0
"472",472,"Aulacophoraindica",70,0
"473",473,"Aulacophorasimilis",1,0
"474",474,"Aulacorthumsolani",2,0
"475",475,"Auplopussp.",1,0
"476",476,"Automolaatomaria",1,0
"477",477,"Aylaxpapaveris",2,0
"478",478,"Bactroceracucurbitae",1,0
"479",479,"Bactroceradiversa",1,0
"480",480,"Bactroceratau",44,3
"481",481,"Bacullumsp.",1,0
"482",482,"Baizongiapistaciae",12,0
"483",483,"Balaustiumsp.",1,1
"484",484,"Balcluthasp.",25,7
"485",485,"Balloniscusglaber",47,0
"486",486,"Balloniscussellowii",38,5
"487",487,"Barronopsistexana",1,1
"488",488,"Barronopsistexana",1,1
"489",489,"Barypeithesalbinae",1,0
"490",490,"Barypeitheschevrolati",1,0
"491",491,"Barypeithesformaneki",1,0
"492",492,"Barypeithesinterpositus",1,0
"493",493,"Barypeithesliptoviensis",1,0
"494",494,"Barypeithesmollicomus",1,0
"495",495,"Barypeithespellucidus",1,1
"496",496,"Barypeithespurkynei",1,0
"497",497,"Barypeithesvallestris",1,0
"498",498,"Baryphymatrifrons",1,0
"499",499,"Bathycoeliaindica",1,0
"500",500,"Bathyphantesapproximatus",1,0
"501",501,"Bathyphantesgracilis",15,3
"502",502,"Bathyporeiapilosa",2,0
"503",503,"Battusbelus",1,1
"504",504,"Battussp.",1,0
"505",505,"Bemisiaafer",15,15
"506",506,"Bemisiaargentifolii",13,0
"507",507,"Bemisiahancocki",13,0
"508",508,"Bemisiatabaci",172,127
"509",509,"Bemisiatabaci/argentifolii",16,0
"510",510,"Berosussp.",8,0
"511",511,"Bicellariavana",1,0
"512",512,"Binodoxysacalephae",1,0
"513",513,"Binodoxysangelicae",1,0
"514",514,"Biorhizapallida",206,172
"515",515,"Blastophagapsenes",4,4
"516",516,"Blastophagasilvestriana",1,0
"517",517,"Blastophagasilvestriana",1,0
"518",518,"Blastophagasp.",1,1
"519",519,"Blastophagasp.",1,1
"520",520,"Blastophagasp.",1,1
"521",521,"Blastophagasp.",1,1
"522",522,"Blattellagermanica",4,0
"523",523,"Blepharicerasp.",1,0
"524",524,"Blepharipazebina",1,1
"525",525,"Blosyrusherthus",1,0
"526",526,"Bolbocerastesregalis",1,0
"527",527,"Bolitotheruscornutus",1,0
"528",528,"Boloriaepithore",1,0
"529",529,"Bombushortorum",4,4
"530",530,"Bombuslapidarius",2,1
"531",531,"Bombuslapidarius",2,2
"532",532,"Bombuspascuorum",20,20
"533",533,"Bombuspratorum",3,2
"534",534,"Bombuspratorum",3,1
"535",535,"Bombussp.",1,0
"536",536,"Bombusterrestris",46,46
"537",537,"Bombyliussp.",1,1
"538",538,"Bombyxmori",1,0
"539",539,"Borbocinnara",1,0
"540",540,"Bothrogoniaindistincta",7,0
"541",541,"Bovicolabovis",1,0
"542",542,"Brachycauduscardui",1,0
"543",543,"Brachycauduscardui",1,0
"544",544,"Brachycauduscardui",1,0
"545",545,"Brachycauduscardui",1,0
"546",546,"Brachycauduscardui",1,0
"547",547,"Brachycaudushelichrysi",1,0
"548",548,"Brachycaudushelichrysi",1,0
"549",549,"Brachycaudushelichrysi",1,0
"550",550,"Brachycaudushelichrysi",1,0
"551",551,"Brachycauduspersicae",2,0
"552",552,"Brachycaudusschwartzi",1,0
"553",553,"Brachycaudussp.",1,0
"554",554,"Brachycaudustragopogonis",1,0
"555",555,"Brachycistissp.",1,0
"556",556,"Brachyderesincanus",1,1
"557",557,"Brachydiplaxchalybea",2,0
"558",558,"Brachymeriaexcarinata",4,2
"559",559,"Brachymerialasus",3,0
"560",560,"Brachymeriamegaspila",1,0
"561",561,"Brachymeriasp.",1,0
"562",562,"Brachyplatyssubaeneus",1,1
"563",563,"Brachysomusdispar",1,0
"564",564,"Brachysomusechinatus",1,0
"565",565,"Brachysomuspolonicus",1,0
"566",566,"Brachysomussetiger",1,0
"567",567,"Brachythemiscontaminata",4,0
"568",568,"Braconhebetor",1,1
"569",569,"Braconhebetor",1,1
"570",570,"Braconsp.",1,1
"571",571,"Braulacoeca",4,0
"572",572,"Brentusanchorage",1,0
"573",573,"Brevenniarehi",1,0
"574",574,"Brevicorynebrassicae",2,0
"575",575,"Brevipalpusobovatus",1,0
"576",576,"Brevipalpusphoenicis",1,0
"577",577,"Brintesiacirce",1,0
"578",578,"Bruchusrufimanus",6,0
"579",579,"Brumoideslineatus",2,0
"580",580,"Brumoidessuturalis",1,0
"581",581,"Brumptomyiagalindoi",3,0
"582",582,"Brumptomyiahamata",1,0
"583",583,"Bryobiaberlesei",1,1
"584",584,"Bryobiakissophila",8,8
"585",585,"Bryobiapraetiosa",1,1
"586",586,"Bryobiarubrioculus",4,4
"587",587,"Bryobiarubrioculus",4,4
"588",588,"Bryobiasarothamni",5,5
"589",589,"Bryobiasp.",2,2
"590",590,"Busseolafusca",10,0
"591",591,"Byasaalcinous",7,0
"592",592,"Bybliailithyia",1,0
"593",593,"Cadracautella",1,1
"594",594,"Caenocholaxsp.",1,0
"595",595,"Caenocorisdimidiatus",1,0
"596",596,"Caletacaleta",1,1
"597",597,"Callidulasakuni",1,1
"598",598,"Callipharaexellens",1,0
"599",599,"Callipharanobilis",1,0
"600",600,"Calliptamusitalicus",18,0
"601",601,"Callirhytisglandium",2,2
"602",602,"Callitettixversicolor",10,0
"603",603,"Callithomialenea",1,0
"604",604,"Callophrys(Mitoura)muiri",8,0
"605",605,"Callophrys(Mitoura)thornei",5,0
"606",606,"Callosobruchusanalis",1,1
"607",607,"Callosobruchuschinensis",90,90
"608",608,"Callosobruchusmaculatus",1,0
"609",609,"Callosobruchusmaculatus",1,0
"610",610,"Calomyterussp.",2,0
"611",611,"Calopteryxmaculata",2,0
"612",612,"Calospilaemylius",1,0
"613",613,"Calviaquatuordecimguttata",57,1
"614",614,"Calypteronreticulatum",1,0
"615",615,"Calypteronterminale",1,0
"616",616,"Calyptocephelabrevicornis",1,0
"617",617,"Campecopeahirsuta",1,0
"618",618,"Camponotussp.",5,0
"619",619,"Campsicnemusalpinus",1,0
"620",620,"Campsicnemuscurvipes",1,1
"621",621,"Campsicnemusloripes",1,1
"622",622,"Campsicnemusloripes",1,1
"623",623,"Campsicnemusmarginatus",1,0
"624",624,"Campsicnemuspicticornis",1,0
"625",625,"Campsicnemuspumilio",1,1
"626",626,"Campsicnemuspusillus",1,1
"627",627,"Campsicnemusscambus",1,1
"628",628,"Campsicnemussp.",1,0
"629",629,"Campsicnemussp.",1,0
"630",630,"Campsicnemussp.",1,0
"631",631,"Campsicnemussp.",1,0
"632",632,"Campsicnemussp.",1,0
"633",633,"Campsicnemussp.",1,0
"634",634,"Campsicnemussp.",1,0
"635",635,"Campsicnemussp.",1,0
"636",636,"Campsicnemussp.",1,0
"637",637,"Campsicnemussp.",1,0
"638",638,"Campsicnemussp.",1,0
"639",639,"Campsicnemussp.",1,0
"640",640,"Campsicnemussp.",1,0
"641",641,"Campsicnemussp.",1,0
"642",642,"Campsicnemussp.",1,0
"643",643,"Campsicnemussp.",1,0
"644",644,"Campsicnemussp.",1,0
"645",645,"Campsicnemussp.",1,0
"646",646,"Campsicnemussp.",1,0
"647",647,"Campsicnemussp.",1,0
"648",648,"Campsicnemussp.",1,0
"649",649,"Campsicnemussp.",1,0
"650",650,"Campsicnemussp.",1,0
"651",651,"Campsicnemussp.",1,0
"652",652,"Campsicnemussp.",1,0
"653",653,"Campsicnemussp.",1,0
"654",654,"Campsicnemusumbripennis",1,0
"655",655,"Campsomerissp.",1,0
"656",656,"Cantacaderjapanicus",1,0
"657",657,"Cantaoocellatus",1,0
"658",658,"Cantheconafurcellata",1,0
"659",659,"Canthidiumauritex",1,0
"660",660,"Canthidiumharoldi",2,0
"661",661,"Canthonangustatus",1,0
"662",662,"Canthonsp.",1,0
"663",663,"Canuchaspecularis",1,0
"664",664,"Capitophoruscarduinis",2,0
"665",665,"Capitophoruselaeaegni",1,0
"666",666,"Capitophoruselaeaegni",1,0
"667",667,"Capitophoruselaeaegni",1,0
"668",668,"Capnodistenebrionis",3,0
"669",669,"Carbulahumerigera",1,0
"670",670,"Carceliasp.",1,0
"671",671,"Carcharodusalceae",1,1
"672",672,"Carcinusmaenas",2,0
"673",673,"Carianr._lampeto",1,0
"674",674,"Carpocorispurpureipennis",1,0
"675",675,"Carpophiluspilosellus",1,0
"676",676,"Carpophilussp.",1,0
"677",677,"Carterocephaluspalaemon",1,1
"678",678,"Castaliusrosimon",2,2
"679",679,"Cataglyphissp.",1,0
"680",680,"Catonephelechromis?",1,0
"681",681,"Catopsiliacrocale",1,1
"682",682,"Catopsiliapomona",10,2
"683",683,"Catopsiliapyranthe",30,0
"684",684,"Catulliavittata",1,1
"685",685,"Cavariellaaegopodii",2,0
"686",686,"Cavariellasp.",1,1
"687",687,"Cavariellasp.",1,1
"688",688,"Cavariellatheobaldi",1,0
"689",689,"Celastrinaargiolus",1,0
"690",690,"Celyphusscutatus",3,0
"691",691,"Cemusnigromaculosus",1,0
"692",692,"Cemusnigropunctatus",1,0
"693",693,"Centricnemusleucogrammus",1,0
